"MEMBERS’ ROLES AND COMMITTEE MEMBERSHIPS AS OF 2019.09.05",

SPEAKER AND OTHER PRESIDING OFFICERS
"Name","Title",
"Regan, Geoff (Hon.)","Speaker of the House",
"Stanton, Bruce","Deputy Speaker and Chair of the Committees of the Whole",
"Hughes, Carol","Deputy Chair Of Committees of the Whole",
"Rota, Anthony","Assistant Deputy Chair Of Committees of the Whole",


BOARD OF INTERNAL ECONOMY
"Name","Title",
"Regan, Geoff (Hon.)","Board of Internal Economy Chair",
"Bergen, Candice (Hon.)","Board of Internal Economy Member",
"Chagger, Bardish (Hon.)","Board of Internal Economy Member",
"Holland, Mark (Hon.)","Board of Internal Economy Member",
"Julian, Peter","Board of Internal Economy Member",
"Rodriguez, Pablo (Hon.)","Board of Internal Economy Member",
"Strahl, Mark","Board of Internal Economy Member",


HOUSE OFFICERS
"Name","Title","Political Affiliation",
"Regan, Geoff (Hon.)","Speaker","Liberal",
"Stanton, Bruce","Deputy Speaker and Chair of Committees of the Whole","Conservative",
"Hughes, Carol","Assistant Deputy Speaker and Deputy Chair of Committees of the Whole","NDP",
"Rota, Anthony","Assistant Deputy Speaker and Assistant Deputy Chair of Committees of the Whole","Liberal",
"Scheer, Andrew (Hon.)","Leader of the Conservative Party of Canada","Conservative",
"Singh, Jagmeet","Leader of the New Democratic Party","NDP",
"Trudeau, Justin (Right Hon.)","Leader of the Liberal Party","Liberal",
"Bergen, Candice (Hon.)","House Leader of the Official Opposition","Conservative",
"Julian, Peter","House Leader of the New Democratic Party","NDP",
"Brosseau, Ruth Ellen","Whip of the New Democratic Party","NDP",
"Holland, Mark (Hon.)","Chief Government Whip","Liberal",
"Strahl, Mark","Chief Opposition Whip","Conservative",
"Dubé, Matthew","Caucus Chair","NDP",
"Scarpaleggia, Francis","Caucus Chair","Liberal",
"Sweet, David","Caucus Chair","Conservative",


MEMBERS OF THE HOUSE OF COMMONS
"Name","Constituency","Province","Political Affiliation",
"Hoback, Randy","Associate Member","House of Commons",
"Hughes, Carol","Associate Member","House of Commons",
"Jeneroux, Matt","Associate Member","House of Commons",
"Julian, Peter","Associate Member","House of Commons",
"Kelly, Pat","Associate Member","House of Commons",
"Kenney, Jason (Hon.)","Associate Member","House of Commons",
"Kent, Peter (Hon.)","Associate Member","House of Commons",
"Kitchen, Robert","Associate Member","House of Commons",
"Kmiec, Tom","Associate Member","House of Commons",
"Kusie, Stephanie","Associate Member","House of Commons",
"Lake, Mike (Hon.)","Associate Member","House of Commons",
"Leitch, K. Kellie (Hon.)","Associate Member","House of Commons",
"Liepert, Ron","Associate Member","House of Commons",
"Lloyd, Dane","Associate Member","House of Commons",
"Lobb, Ben","Associate Member","House of Commons",
"Lukiwski, Tom","Associate Member","House of Commons",
"MacKenzie, Dave","Associate Member","House of Commons",
"Maguire, Larry","Associate Member","House of Commons",
"Martel, Richard","Associate Member","House of Commons",
"McCauley, Kelly","Associate Member","House of Commons",
"McColeman, Phil","Associate Member","House of Commons",
"McLeod, Cathy","Associate Member","House of Commons",
"Miller, Larry","Associate Member","House of Commons",
"Motz, Glen","Associate Member","House of Commons",
"Nater, John","Associate Member","House of Commons",
"Nicholson, Rob (Hon.)","Associate Member","House of Commons",
"Nuttall, Alexander","Associate Member","House of Commons",
"Obhrai, Deepak (Hon.)","Associate Member","House of Commons",
"O'Toole, Erin (Hon.)","Associate Member","House of Commons",
"Paul-Hus, Pierre","Associate Member","House of Commons",
"Poilievre, Pierre (Hon.)","Associate Member","House of Commons",
"Raitt, Lisa (Hon.)","Associate Member","House of Commons",
"Rayes, Alain","Associate Member","House of Commons",
"Reid, Scott","Associate Member","House of Commons",
"Rempel, Michelle (Hon.)","Associate Member","House of Commons",
"Richards, Blake","Associate Member","House of Commons",
"Saroya, Bob","Associate Member","House of Commons",
"Schmale, Jamie","Associate Member","House of Commons",
"Shields, Martin","Associate Member","House of Commons",
"Shipley, Bev","Associate Member","House of Commons",
"Sopuck, Robert","Associate Member","House of Commons",
"Sorenson, Kevin (Hon.)","Associate Member","House of Commons",
"Stanton, Bruce","Associate Member","House of Commons",
"Strahl, Mark","Associate Member","House of Commons",
"Stubbs, Shannon","Associate Member","House of Commons",
"Sweet, David","Associate Member","House of Commons",
"Tilson, David","Associate Member","House of Commons",
"Trost, Brad","Associate Member","House of Commons",
"Vecchio, Karen","Associate Member","House of Commons",
"Viersen, Arnold","Associate Member","House of Commons",
"Wagantall, Cathay","Associate Member","House of Commons",
"Warawa, Mark","Associate Member","House of Commons",
"Warkentin, Chris","Associate Member","House of Commons",
"Waugh, Kevin","Associate Member","House of Commons",
"Webber, Len","Associate Member","House of Commons",
"Yurdiga, David","Associate Member","House of Commons",
"Zimmer, Bob","Associate Member","House of Commons",


Scrutiny of Regulations (REGS)
"Name","Title","Chamber",
"Day, Joseph A. (Hon.)","Co-Chair","Senate",
"Albrecht, Harold","Co-Chair","House of Commons",
"Badawey, Vance","Vice-Chair","House of Commons",
"Dusseault, Pierre-Luc","Vice-Chair","House of Commons",
"Duncan, Patricia (Hon.)","Member","Senate",
"Mégie, Marie-Françoise (Hon.)","Member","Senate",
"Stewart Olsen, Carolyn (Hon.)","Member","Senate",
"Benzen, Bob","Member","House of Commons",
"El-Khoury, Fayçal","Member","House of Commons",
"Maloney, James","Member","House of Commons",
"Miller, Larry","Member","House of Commons",
"Sangha, Ramesh","Member","House of Commons",
"Scarpaleggia, Francis","Member","House of Commons",
"Shields, Martin","Member","House of Commons",
"Simms, Scott","Member","House of Commons",
"Tan, Geng","Member","House of Commons",
"Aboultaif, Ziad","Associate Member","House of Commons",
"Albas, Dan","Associate Member","House of Commons",
"Alleslev, Leona","Associate Member","House of Commons",
"Allison, Dean","Associate Member","House of Commons",
"Anderson, David","Associate Member","House of Commons",
"Arnold, Mel","Associate Member","House of Commons",
"Barlow, John","Associate Member","House of Commons",
"Barrett, Michael","Associate Member","House of Commons",
"Bergen, Candice (Hon.)","Associate Member","House of Commons",
"Berthold, Luc","Associate Member","House of Commons",
"Bezan, James","Associate Member","House of Commons",
"Blaney, Steven (Hon.)","Associate Member","House of Commons",
"Block, Kelly","Associate Member","House of Commons",
"Boucher, Sylvie","Associate Member","House of Commons",
"Brassard, John","Associate Member","House of Commons",
"Calkins, Blaine","Associate Member","House of Commons",
"Caron, Guy","Associate Member","House of Commons",
"Carrie, Colin","Associate Member","House of Commons",
"Chong, Michael (Hon.)","Associate Member","House of Commons",
"Clarke, Alupa","Associate Member","House of Commons",
"Cooper, Michael","Associate Member","House of Commons",
"Davidson, Scot","Associate Member","House of Commons",
"Deltell, Gérard","Associate Member","House of Commons",
"Diotte, Kerry","Associate Member","House of Commons",
"Doherty, Todd","Associate Member","House of Commons",
"Dreeshen, Earl","Associate Member","House of Commons",
"Duvall, Scott","Associate Member","House of Commons",
"Eglinski, Jim","Associate Member","House of Commons",
"Falk, Rosemarie","Associate Member","House of Commons",
"Falk, Ted","Associate Member","House of Commons",
"Fast, Ed (Hon.)","Associate Member","House of Commons",
"Finley, Diane (Hon.)","Associate Member","House of Commons",
"Gallant, Cheryl","Associate Member","House of Commons",
"Généreux, Bernard","Associate Member","House of Commons",
"Genuis, Garnett","Associate Member","House of Commons",
"Gladu, Marilyn","Associate Member","House of Commons",
"Godin, Joël","Associate Member","House of Commons",
"Gourde, Jacques","Associate Member","House of Commons",
"Harder, Rachael","Associate Member","House of Commons",
"Hoback, Randy","Associate Member","House of Commons",
"Jeneroux, Matt","Associate Member","House of Commons",
"Jolibois, Georgina","Associate Member","House of Commons",
"Julian, Peter","Associate Member","House of Commons",
"Kelly, Pat","Associate Member","House of Commons",
"Kenney, Jason (Hon.)","Associate Member","House of Commons",
"Kent, Peter (Hon.)","Associate Member","House of Commons",
"Kitchen, Robert","Associate Member","House of Commons",
"Kmiec, Tom","Associate Member","House of Commons",
"Kusie, Stephanie","Associate Member","House of Commons",
"Lake, Mike (Hon.)","Associate Member","House of Commons",
"Lauzon, Guy","Associate Member","House of Commons",
"Leitch, K. Kellie (Hon.)","Associate Member","House of Commons",
"Liepert, Ron","Associate Member","House of Commons",
"Lloyd, Dane","Associate Member","House of Commons",
"Lobb, Ben","Associate Member","House of Commons",
"Lukiwski, Tom","Associate Member","House of Commons",
"MacKenzie, Dave","Associate Member","House of Commons",
"Maguire, Larry","Associate Member","House of Commons",
"Martel, Richard","Associate Member","House of Commons",
"Masse, Brian","Associate Member","House of Commons",
"McCauley, Kelly","Associate Member","House of Commons",
"McColeman, Phil","Associate Member","House of Commons",
"McLeod, Cathy","Associate Member","House of Commons",
"Motz, Glen","Associate Member","House of Commons",
"Nater, John","Associate Member","House of Commons",
"Nicholson, Rob (Hon.)","Associate Member","House of Commons",
"Nuttall, Alexander","Associate Member","House of Commons",
"Obhrai, Deepak (Hon.)","Associate Member","House of Commons",
"O'Toole, Erin (Hon.)","Associate Member","House of Commons",
"Paul-Hus, Pierre","Associate Member","House of Commons",
"Poilievre, Pierre (Hon.)","Associate Member","House of Commons",
"Raitt, Lisa (Hon.)","Associate Member","House of Commons",
"Rayes, Alain","Associate Member","House of Commons",
"Reid, Scott","Associate Member","House of Commons",
"Rempel, Michelle (Hon.)","Associate Member","House of Commons",
"Richards, Blake","Associate Member","House of Commons",
"Saganash, Romeo","Associate Member","House of Commons",
"Saroya, Bob","Associate Member","House of Commons",
"Schmale, Jamie","Associate Member","House of Commons",
"Shipley, Bev","Associate Member","House of Commons",
"Sopuck, Robert","Associate Member","House of Commons",
"Sorenson, Kevin (Hon.)","Associate Member","House of Commons",
"Stanton, Bruce","Associate Member","House of Commons",
"Strahl, Mark","Associate Member","House of Commons",
"Stubbs, Shannon","Associate Member","House of Commons",
"Sweet, David","Associate Member","House of Commons",
"Tilson, David","Associate Member","House of Commons",
"Trost, Brad","Associate Member","House of Commons",
"Van Kesteren, Dave","Associate Member","House of Commons",
"Vecchio, Karen","Associate Member","House of Commons",
"Viersen, Arnold","Associate Member","House of Commons",
"Wagantall, Cathay","Associate Member","House of Commons",
"Warawa, Mark","Associate Member","House of Commons",
"Warkentin, Chris","Associate Member","House of Commons",
"Waugh, Kevin","Associate Member","House of Commons",
"Webber, Len","Associate Member","House of Commons",
"Whalen, Nick","Associate Member","House of Commons",
"Wong, Alice (Hon.)","Associate Member","House of Commons",
"Yurdiga, David","Associate Member","House of Commons",
"Zimmer, Bob","Associate Member","House of Commons",


PANEL OF CHAIRS OF LEGISLATIVE COMMITTEES
"Name","Title",
"Stanton, Bruce","Deputy Speaker and Chair of the Committees of the Whole",
"Hughes, Carol","Deputy Chair Of Committees of the Whole",
"Rota, Anthony","Assistant Deputy Chair Of Committees of the Whole",


THE MINISTRY (CABINET)
"Name","Title",
"Trudeau, Justin (Right Hon.)","Prime Minister",
"Goodale, Ralph (Hon.)","Minister of Public Safety and Emergency Preparedness",
"MacAulay, Lawrence (Hon.)","Minister of Veterans Affairs",
"MacAulay, Lawrence (Hon.)","Associate Minister of National Defence",
"Bennett, Carolyn (Hon.)","Minister of Crown-Indigenous Relations",
"LeBlanc, Dominic (Hon.)","Minister of Intergovernmental and Northern Affairs and Internal Trade",
"Bains, Navdeep (Hon.)","Minister of Innovation, Science and Economic Development",
"Morneau, Bill (Hon.)","Minister of Finance",
"Freeland, Chrystia (Hon.)","Minister of Foreign Affairs",
"Duclos, Jean-Yves (Hon.)","Minister of Families, Children and Social Development",
"Garneau, Marc (Hon.)","Minister of Transport",
"Bibeau, Marie-Claude (Hon.)","Minister of Agriculture and Agri-Food",
"Carr, Jim (Hon.)","Minister of International Trade Diversification",
"Joly, Mélanie (Hon.)","Minister of Tourism, Official Languages and La Francophonie",
"Lebouthillier, Diane (Hon.)","Minister of National Revenue",
"McKenna, Catherine (Hon.)","Minister of Environment and Climate Change",
"Sajjan, Harjit S. (Hon.)","Minister of National Defence",
"Sohi, Amarjeet (Hon.)","Minister of Natural Resources",
"Monsef, Maryam (Hon.)","Minister for Women and Gender Equality",
"Monsef, Maryam (Hon.)","Minister of International Development",
"Qualtrough, Carla (Hon.)","Minister of Public Services and Procurement",
"Qualtrough, Carla (Hon.)","Minister of Accessibility",
"Duncan, Kirsty (Hon.)","Minister of Science and Sport",
"Hajdu, Patty (Hon.)","Minister of Employment, Workforce Development and Labour",
"Chagger, Bardish (Hon.)","Leader of the Government in the House of Commons",
"Champagne, François-Philippe (Hon.)","Minister of Infrastructure and Communities",
"Gould, Karina (Hon.)","Minister of Democratic Institutions",
"Hussen, Ahmed (Hon.)","Minister of Immigration, Refugees and Citizenship",
"Petitpas Taylor, Ginette (Hon.)","Minister of Health",
"O'Regan, Seamus (Hon.)","Minister of Indigenous Services",
"Rodriguez, Pablo (Hon.)","Minister of Canadian Heritage and Multiculturalism",
"Blair, Bill (Hon.)","Minister of Border Security and Organized Crime Reduction",
"Ng, Mary (Hon.)","Minister of Small Business and Export Promotion",
"Tassi, Filomena (Hon.)","Minister of Seniors",
"Wilkinson, Jonathan (Hon.)","Minister of Fisheries, Oceans and the Canadian Coast Guard",
"Lametti, David (Hon.)","Minister of Justice",
"Lametti, David (Hon.)","Attorney General of Canada",
"Jordan, Bernadette (Hon.)","Minister of Rural Economic Development",
"Murray, Joyce (Hon.)","President of the Treasury Board",
"Murray, Joyce (Hon.)","Minister of Digital Government",


PARLIAMENTARY SECRETARIES
"Name","Title",
"Alghabra, Omar","Parliamentary Secretary to the Minister of International Trade Diversification",
"Anandasangaree, Gary","Parliamentary Secretary to the Minister of Canadian Heritage and Multiculturalism (Multiculturalism)",
"Beech, Terry","Parliamentary Secretary to the Minister of Transport",
"Casey, Sean","Parliamentary Secretary to the Minister of Fisheries, Oceans and the Canadian Coast Guard",
"Cormier, Serge","Parliamentary Secretary to the Minister of National Defence",
"Cuzner, Rodger","Parliamentary Secretary to the Minister of Employment, Workforce Development and Labour",
"Damoff, Pam","Parliamentary Secretary to the Minister of Health",
"DeCourcey, Matt","Parliamentary Secretary to the Minister of Immigration, Refugees and Citizenship",
"Duguid, Terry","Parliamentary Secretary to the Minister for Women and Gender Equality",
"Fergus, Greg","Parliamentary Secretary to the President of the Treasury Board and Minister of Digital Government",
"Fillmore, Andy","Parliamentary Secretary to the Minister of Canadian Heritage and Multiculturalism",
"Fraser, Sean","Parliamentary Secretary to the Minister of Environment and Climate Change",
"Goldsmith-Jones, Pamela","Parliamentary Secretary to the Minister of Foreign Affairs (Consular Affairs)",
"Hébert, Richard","Parliamentary Secretary to the Minister of Small Business and Export Promotion",
"Jones, Yvonne","Parliamentary Secretary to the Minister of Intergovernmental and Northern Affairs and Internal Trade",
"Khera, Kamal","Parliamentary Secretary to the Minister of International Development",
"Lamoureux, Kevin","Parliamentary Secretary to the Leader of the Government in the House of Commons",
"Lauzon, Stéphane","Parliamentary Secretary to the Minister of Veterans Affairs and Associate Minister of National Defence",
"Lefebvre, Paul","Parliamentary Secretary to the Minister of Natural Resources",
"Lightbound, Joël","Parliamentary Secretary to the Minister of Finance",
"Lockhart, Alaina","Parliamentary Secretary to the Minister of Tourism, Official Languages and La Francophonie",
"MacKinnon, Steven","Parliamentary Secretary to the Minister of Public Services and Procurement and Accessibility",
"Massé, Rémi","Parliamentary Secretary to the Minister of Innovation, Science and Economic Development",
"McCrimmon, Karen","Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness",
"Mendicino, Marco","Parliamentary Secretary to the Minister of Infrastructure and Communities",
"Miller, Marc","Parliamentary Secretary to the Minister of Crown-Indigenous Relations",
"O'Connell, Jennifer","Parliamentary Secretary to the Minister of Finance (Youth Economic Opportunity)",
"Oliphant, Robert","Parliamentary Secretary to the Minister of Foreign Affairs",
"Poissant, Jean-Claude","Parliamentary Secretary to the Minister of Agriculture and Agri-Food",
"Romanado, Sherry","Parliamentary Secretary to the Minister of Seniors",
"Schiefke, Peter","Parliamentary Secretary to the Prime Minister (Youth) and to the Minister of Border Security and Organized Crime Reduction",
"Schulte, Deborah","Parliamentary Secretary to the Minister of National Revenue",
"Serré, Marc","Parliamentary Secretary to the Minister of Rural Economic Development",
"Vandal, Dan","Parliamentary Secretary to the Minister of Indigenous Services",
"Vaughan, Adam","Parliamentary Secretary to the Minister of Families, Children and Social Development",
"Virani, Arif","Parliamentary Secretary to the Minister of Justice and Attorney General of Canada and to the Minister of Democratic Institutions",
"Young, Kate","Parliamentary Secretary to the Minister of Science and Sport and to the Minister of Public Services and Procurement and Accessibility (Accessibility)",


