"","committee_acronym","parliament_number","session_number","date_change","title","first_name","last_name","full_name"
"990.7","INDU","41","1","2012-09-20","Member","Dan","Harris","Dan Harris"
"990.8","INDU","41","1","2012-09-20","Member","Mike","Lake","Mike Lake"
"990.9","INDU","41","1","2012-09-20","Member","Phil","McColeman","Phil McColeman"
"990.10","INDU","41","1","2012-09-20","Member","Kennedy","Stewart","Kennedy Stewart"
"990.11","INDU","41","1","2012-09-20","Member","Glenn","Thibeault","Glenn Thibeault"
"990.12","INDU","41","1","2012-09-20","Member","Mark","Warawa","Mark Warawa"
"991.1","INDU","41","1","2012-09-25","Chair","David","Sweet","David Sweet"
"991.2","INDU","41","1","2012-09-25","Co-chair","Hélène","LeBlanc","Hélène LeBlanc"
"991.3","INDU","41","1","2012-09-25","Co-chair","Geoff","Regan","Geoff Regan"
"991.4","INDU","41","1","2012-09-25","Member","Peter","Braid","Peter Braid"
"991.5","INDU","41","1","2012-09-25","Member","John","Carmichael","John Carmichael"
"991.6","INDU","41","1","2012-09-25","Member","Cheryl","Gallant","Cheryl Gallant"
"991.7","INDU","41","1","2012-09-25","Member","Dan","Harris","Dan Harris"
"991.8","INDU","41","1","2012-09-25","Member","Mike","Lake","Mike Lake"
"991.9","INDU","41","1","2012-09-25","Member","Phil","McColeman","Phil McColeman"
"991.10","INDU","41","1","2012-09-25","Member","Kennedy","Stewart","Kennedy Stewart"
"991.11","INDU","41","1","2012-09-25","Member","Glenn","Thibeault","Glenn Thibeault"
"991.12","INDU","41","1","2012-09-25","Member","Mark","Warawa","Mark Warawa"
"992.1","INDU","41","1","2013-01-28","Chair","David","Sweet","David Sweet"
"992.2","INDU","41","1","2013-01-28","Co-chair","Hélène","LeBlanc","Hélène LeBlanc"
"992.3","INDU","41","1","2013-01-28","Co-chair","Geoff","Regan","Geoff Regan"
"992.4","INDU","41","1","2013-01-28","Member","Peter","Braid","Peter Braid"
"992.5","INDU","41","1","2013-01-28","Member","John","Carmichael","John Carmichael"
"992.6","INDU","41","1","2013-01-28","Member","Cheryl","Gallant","Cheryl Gallant"
"992.7","INDU","41","1","2013-01-28","Member","Dan","Harris","Dan Harris"
"992.8","INDU","41","1","2013-01-28","Member","Mike","Lake","Mike Lake"
"992.9","INDU","41","1","2013-01-28","Member","Phil","McColeman","Phil McColeman"
"992.10","INDU","41","1","2013-01-28","Member","Kennedy","Stewart","Kennedy Stewart"
"992.11","INDU","41","1","2013-01-28","Member","Glenn","Thibeault","Glenn Thibeault"
"992.12","INDU","41","1","2013-01-28","Member","Mark","Warawa","Mark Warawa"
"993.1","INDU","41","1","2013-09-13","Chair","David","Sweet","David Sweet"
"993.2","INDU","41","1","2013-09-13","Co-chair","Hélène","LeBlanc","Hélène LeBlanc"
"993.3","INDU","41","1","2013-09-13","Co-chair","Geoff","Regan","Geoff Regan"
"993.4","INDU","41","1","2013-09-13","Member","Peter","Braid","Peter Braid"
"993.5","INDU","41","1","2013-09-13","Member","John","Carmichael","John Carmichael"
"993.6","INDU","41","1","2013-09-13","Member","Cheryl","Gallant","Cheryl Gallant"
"993.7","INDU","41","1","2013-09-13","Member","Dan","Harris","Dan Harris"
"993.8","INDU","41","1","2013-09-13","Member","Mike","Lake","Mike Lake"
"993.9","INDU","41","1","2013-09-13","Member","Phil","McColeman","Phil McColeman"
"993.10","INDU","41","1","2013-09-13","Member","Kennedy","Stewart","Kennedy Stewart"
"993.11","INDU","41","1","2013-09-13","Member","Glenn","Thibeault","Glenn Thibeault"
"993.12","INDU","41","1","2013-09-13","Member","Mark","Warawa","Mark Warawa"
"994.1","INDU","41","2","2013-10-22","Chair","David","Sweet","David Sweet"
"994.2","INDU","41","2","2013-10-22","Co-chair","Peggy","Nash","Peggy Nash"
"994.3","INDU","41","2","2013-10-22","Co-chair","Judy A.","Sgro","Judy A. Sgro"
"994.4","INDU","41","2","2013-10-22","Member","John","Carmichael","John Carmichael"
"994.5","INDU","41","2","2013-10-22","Member","Joe","Daniel","Joe Daniel"
"994.6","INDU","41","2","2013-10-22","Member","Cheryl","Gallant","Cheryl Gallant"
"994.7","INDU","41","2","2013-10-22","Member","Mike","Lake","Mike Lake"
"994.8","INDU","41","2","2013-10-22","Member","Brian","Masse","Brian Masse"
"994.9","INDU","41","2","2013-10-22","Member","Annick","Papillon","Annick Papillon"
"994.10","INDU","41","2","2013-10-22","Member","Mark","Warawa","Mark Warawa"
"995.1","INDU","41","2","2013-10-28","Chair","David","Sweet","David Sweet"
"995.2","INDU","41","2","2013-10-28","Co-chair","Peggy","Nash","Peggy Nash"
"995.3","INDU","41","2","2013-10-28","Co-chair","Judy A.","Sgro","Judy A. Sgro"
"995.4","INDU","41","2","2013-10-28","Member","John","Carmichael","John Carmichael"
"995.5","INDU","41","2","2013-10-28","Member","Joe","Daniel","Joe Daniel"
"995.6","INDU","41","2","2013-10-28","Member","Cheryl","Gallant","Cheryl Gallant"
"995.7","INDU","41","2","2013-10-28","Member","Mike","Lake","Mike Lake"
"995.8","INDU","41","2","2013-10-28","Member","Brian","Masse","Brian Masse"
"995.9","INDU","41","2","2013-10-28","Member","Annick","Papillon","Annick Papillon"
"995.10","INDU","41","2","2013-10-28","Member","Mark","Warawa","Mark Warawa"
"996.1","INDU","41","2","2014-01-27","Chair","David","Sweet","David Sweet"
"996.2","INDU","41","2","2014-01-27","Co-chair","Peggy","Nash","Peggy Nash"
"996.3","INDU","41","2","2014-01-27","Co-chair","Judy A.","Sgro","Judy A. Sgro"
"996.4","INDU","41","2","2014-01-27","Member","John","Carmichael","John Carmichael"
"996.5","INDU","41","2","2014-01-27","Member","Joe","Daniel","Joe Daniel"
"996.6","INDU","41","2","2014-01-27","Member","Cheryl","Gallant","Cheryl Gallant"
"996.7","INDU","41","2","2014-01-27","Member","Mike","Lake","Mike Lake"
"996.8","INDU","41","2","2014-01-27","Member","Brian","Masse","Brian Masse"
"996.9","INDU","41","2","2014-01-27","Member","Annick","Papillon","Annick Papillon"
"996.10","INDU","41","2","2014-01-27","Member","Mark","Warawa","Mark Warawa"
"997.1","INDU","41","2","2014-01-30","Chair","David","Sweet","David Sweet"
"997.2","INDU","41","2","2014-01-30","Co-chair","Peggy","Nash","Peggy Nash"
"997.3","INDU","41","2","2014-01-30","Co-chair","Judy A.","Sgro","Judy A. Sgro"
"997.4","INDU","41","2","2014-01-30","Member","John","Carmichael","John Carmichael"
"997.5","INDU","41","2","2014-01-30","Member","Joe","Daniel","Joe Daniel"
"997.6","INDU","41","2","2014-01-30","Member","Cheryl","Gallant","Cheryl Gallant"
"997.7","INDU","41","2","2014-01-30","Member","Mike","Lake","Mike Lake"
"997.8","INDU","41","2","2014-01-30","Member","Brian","Masse","Brian Masse"
"997.9","INDU","41","2","2014-01-30","Member","Annick","Papillon","Annick Papillon"
"997.10","INDU","41","2","2014-01-30","Member","Mark","Warawa","Mark Warawa"
"998.1","INDU","41","2","2014-02-05","Chair","David","Sweet","David Sweet"
"998.2","INDU","41","2","2014-02-05","Co-chair","Peggy","Nash","Peggy Nash"
"998.3","INDU","41","2","2014-02-05","Co-chair","Judy A.","Sgro","Judy A. Sgro"
"998.4","INDU","41","2","2014-02-05","Member","John","Carmichael","John Carmichael"
"998.5","INDU","41","2","2014-02-05","Member","Joe","Daniel","Joe Daniel"
"998.6","INDU","41","2","2014-02-05","Member","Cheryl","Gallant","Cheryl Gallant"
"998.7","INDU","41","2","2014-02-05","Member","Mike","Lake","Mike Lake"
"998.8","INDU","41","2","2014-02-05","Member","Brian","Masse","Brian Masse"
"998.9","INDU","41","2","2014-02-05","Member","Annick","Papillon","Annick Papillon"
"998.10","INDU","41","2","2014-02-05","Member","Mark","Warawa","Mark Warawa"
"999.1","INDU","41","2","2014-03-24","Chair","David","Sweet","David Sweet"
"999.2","INDU","41","2","2014-03-24","Co-chair","Peggy","Nash","Peggy Nash"
"999.3","INDU","41","2","2014-03-24","Co-chair","Judy A.","Sgro","Judy A. Sgro"
"999.4","INDU","41","2","2014-03-24","Member","John","Carmichael","John Carmichael"
"999.5","INDU","41","2","2014-03-24","Member","Joe","Daniel","Joe Daniel"
"999.6","INDU","41","2","2014-03-24","Member","Cheryl","Gallant","Cheryl Gallant"
"999.7","INDU","41","2","2014-03-24","Member","Mike","Lake","Mike Lake"
"999.8","INDU","41","2","2014-03-24","Member","Brian","Masse","Brian Masse"
"999.9","INDU","41","2","2014-03-24","Member","Annick","Papillon","Annick Papillon"
"999.10","INDU","41","2","2014-03-24","Member","Mark","Warawa","Mark Warawa"
"1000.1","INDU","41","2","2014-03-25","Chair","David","Sweet","David Sweet"
"1000.2","INDU","41","2","2014-03-25","Co-chair","Peggy","Nash","Peggy Nash"
"1000.3","INDU","41","2","2014-03-25","Co-chair","Judy A.","Sgro","Judy A. Sgro"
"1000.4","INDU","41","2","2014-03-25","Member","John","Carmichael","John Carmichael"
"1000.5","INDU","41","2","2014-03-25","Member","Joe","Daniel","Joe Daniel"
"1000.6","INDU","41","2","2014-03-25","Member","Cheryl","Gallant","Cheryl Gallant"
"1000.7","INDU","41","2","2014-03-25","Member","Mike","Lake","Mike Lake"
"1000.8","INDU","41","2","2014-03-25","Member","Brian","Masse","Brian Masse"
"1000.9","INDU","41","2","2014-03-25","Member","Annick","Papillon","Annick Papillon"
"1000.10","INDU","41","2","2014-03-25","Member","Mark","Warawa","Mark Warawa"
"1001.1","INDU","41","2","2014-11-19","Chair","David","Sweet","David Sweet"
"1001.2","INDU","41","2","2014-11-19","Co-chair","Peggy","Nash","Peggy Nash"
"1001.3","INDU","41","2","2014-11-19","Co-chair","Judy A.","Sgro","Judy A. Sgro"
"1001.4","INDU","41","2","2014-11-19","Member","John","Carmichael","John Carmichael"
"1001.5","INDU","41","2","2014-11-19","Member","Joe","Daniel","Joe Daniel"
"1001.6","INDU","41","2","2014-11-19","Member","Cheryl","Gallant","Cheryl Gallant"
"1001.7","INDU","41","2","2014-11-19","Member","Mike","Lake","Mike Lake"
"1001.8","INDU","41","2","2014-11-19","Member","Brian","Masse","Brian Masse"
"1001.9","INDU","41","2","2014-11-19","Member","Annick","Papillon","Annick Papillon"
"1001.10","INDU","41","2","2014-11-19","Member","Mark","Warawa","Mark Warawa"
"1002.1","INDU","41","2","2015-01-29","Chair","David","Sweet","David Sweet"
"1002.2","INDU","41","2","2015-01-29","Co-chair","Peggy","Nash","Peggy Nash"
"1002.3","INDU","41","2","2015-01-29","Co-chair","Judy A.","Sgro","Judy A. Sgro"
"1002.4","INDU","41","2","2015-01-29","Member","John","Carmichael","John Carmichael"
"1002.5","INDU","41","2","2015-01-29","Member","Joe","Daniel","Joe Daniel"
"1002.6","INDU","41","2","2015-01-29","Member","Cheryl","Gallant","Cheryl Gallant"
"1002.7","INDU","41","2","2015-01-29","Member","Mike","Lake","Mike Lake"
"1002.8","INDU","41","2","2015-01-29","Member","Brian","Masse","Brian Masse"
"1002.9","INDU","41","2","2015-01-29","Member","Annick","Papillon","Annick Papillon"
"1002.10","INDU","41","2","2015-01-29","Member","Mark","Warawa","Mark Warawa"
"1003.1","INDU","41","2","2015-08-02","Chair","David","Sweet","David Sweet"
"1003.2","INDU","41","2","2015-08-02","Co-chair","Peggy","Nash","Peggy Nash"
"1003.3","INDU","41","2","2015-08-02","Co-chair","Judy A.","Sgro","Judy A. Sgro"
"1003.4","INDU","41","2","2015-08-02","Member","John","Carmichael","John Carmichael"
"1003.5","INDU","41","2","2015-08-02","Member","Joe","Daniel","Joe Daniel"
"1003.6","INDU","41","2","2015-08-02","Member","Cheryl","Gallant","Cheryl Gallant"
"1003.7","INDU","41","2","2015-08-02","Member","Mike","Lake","Mike Lake"
"1003.8","INDU","41","2","2015-08-02","Member","Brian","Masse","Brian Masse"
"1003.9","INDU","41","2","2015-08-02","Member","Annick","Papillon","Annick Papillon"
"1003.10","INDU","41","2","2015-08-02","Member","Mark","Warawa","Mark Warawa"
"1004.1","INDU","42","1","2016-01-29","Chair","Dan","Ruimy","Dan Ruimy"
"1004.2","INDU","42","1","2016-01-29","Co-chair","Dan","Albas","Dan Albas"
"1004.3","INDU","42","1","2016-01-29","Co-chair","Brian","Masse","Brian Masse"
"1004.4","INDU","42","1","2016-01-29","Member","Michael D.","Chong","Michael D. Chong"
"1004.5","INDU","42","1","2016-01-29","Member","David de Burgh","Graham","David de Burgh Graham"
"1004.6","INDU","42","1","2016-01-29","Member","Richard","Hébert","Richard Hébert"
"1004.7","INDU","42","1","2016-01-29","Member","Majid","Jowhari","Majid Jowhari"
"1004.8","INDU","42","1","2016-01-29","Member","Dane","Lloyd","Dane Lloyd"
"1004.9","INDU","42","1","2016-01-29","Member","Alaina","Lockhart","Alaina Lockhart"
"1004.10","INDU","42","1","2016-01-29","Member","Lloyd","Longfield","Lloyd Longfield"
"1004.11","INDU","42","1","2016-01-29","Member","Rémi","Massé","Rémi Massé"
"1004.12","INDU","42","1","2016-01-29","Member","John","Oliver","John Oliver"
"1004.13","INDU","42","1","2016-01-29","Member","Marc","Serré","Marc Serré"
"1004.14","INDU","42","1","2016-01-29","Member","Terry","Sheehan","Terry Sheehan"
"1004.15","INDU","42","1","2016-01-29","Member","Kate","Young","Kate Young"
"1005.1","INDU","42","1","2016-02-16","Chair","Dan","Ruimy","Dan Ruimy"
"1005.2","INDU","42","1","2016-02-16","Co-chair","Dan","Albas","Dan Albas"
"1005.3","INDU","42","1","2016-02-16","Co-chair","Brian","Masse","Brian Masse"
"1005.4","INDU","42","1","2016-02-16","Member","Michael D.","Chong","Michael D. Chong"
"1005.5","INDU","42","1","2016-02-16","Member","David de Burgh","Graham","David de Burgh Graham"
"1005.6","INDU","42","1","2016-02-16","Member","Richard","Hébert","Richard Hébert"
"1005.7","INDU","42","1","2016-02-16","Member","Majid","Jowhari","Majid Jowhari"
"1005.8","INDU","42","1","2016-02-16","Member","Dane","Lloyd","Dane Lloyd"
"1005.9","INDU","42","1","2016-02-16","Member","Alaina","Lockhart","Alaina Lockhart"
"1005.10","INDU","42","1","2016-02-16","Member","Lloyd","Longfield","Lloyd Longfield"
"1005.11","INDU","42","1","2016-02-16","Member","Rémi","Massé","Rémi Massé"
"1005.12","INDU","42","1","2016-02-16","Member","John","Oliver","John Oliver"
"1005.13","INDU","42","1","2016-02-16","Member","Marc","Serré","Marc Serré"
"1005.14","INDU","42","1","2016-02-16","Member","Terry","Sheehan","Terry Sheehan"
"1005.15","INDU","42","1","2016-02-16","Member","Kate","Young","Kate Young"
"1006.1","INDU","42","1","2016-04-18","Chair","Dan","Ruimy","Dan Ruimy"
"1006.2","INDU","42","1","2016-04-18","Co-chair","Dan","Albas","Dan Albas"
"1006.3","INDU","42","1","2016-04-18","Co-chair","Brian","Masse","Brian Masse"
"1006.4","INDU","42","1","2016-04-18","Member","Michael D.","Chong","Michael D. Chong"
"1006.5","INDU","42","1","2016-04-18","Member","David de Burgh","Graham","David de Burgh Graham"
"1006.6","INDU","42","1","2016-04-18","Member","Richard","Hébert","Richard Hébert"
"1006.7","INDU","42","1","2016-04-18","Member","Majid","Jowhari","Majid Jowhari"
"1006.8","INDU","42","1","2016-04-18","Member","Dane","Lloyd","Dane Lloyd"
"1006.9","INDU","42","1","2016-04-18","Member","Alaina","Lockhart","Alaina Lockhart"
"1006.10","INDU","42","1","2016-04-18","Member","Lloyd","Longfield","Lloyd Longfield"
"1006.11","INDU","42","1","2016-04-18","Member","Rémi","Massé","Rémi Massé"
"1006.12","INDU","42","1","2016-04-18","Member","John","Oliver","John Oliver"
"1006.13","INDU","42","1","2016-04-18","Member","Marc","Serré","Marc Serré"
"1006.14","INDU","42","1","2016-04-18","Member","Terry","Sheehan","Terry Sheehan"
"1006.15","INDU","42","1","2016-04-18","Member","Kate","Young","Kate Young"
"1007.1","INDU","42","1","2016-09-19","Chair","Dan","Ruimy","Dan Ruimy"
"1007.2","INDU","42","1","2016-09-19","Co-chair","Dan","Albas","Dan Albas"
"1007.3","INDU","42","1","2016-09-19","Co-chair","Brian","Masse","Brian Masse"
"1007.4","INDU","42","1","2016-09-19","Member","Michael D.","Chong","Michael D. Chong"
"1007.5","INDU","42","1","2016-09-19","Member","David de Burgh","Graham","David de Burgh Graham"
"1007.6","INDU","42","1","2016-09-19","Member","Richard","Hébert","Richard Hébert"
"1007.7","INDU","42","1","2016-09-19","Member","Majid","Jowhari","Majid Jowhari"
"1007.8","INDU","42","1","2016-09-19","Member","Dane","Lloyd","Dane Lloyd"
"1007.9","INDU","42","1","2016-09-19","Member","Alaina","Lockhart","Alaina Lockhart"
"1007.10","INDU","42","1","2016-09-19","Member","Lloyd","Longfield","Lloyd Longfield"
"1007.11","INDU","42","1","2016-09-19","Member","Rémi","Massé","Rémi Massé"
"1007.12","INDU","42","1","2016-09-19","Member","John","Oliver","John Oliver"
"1007.13","INDU","42","1","2016-09-19","Member","Marc","Serré","Marc Serré"
"1007.14","INDU","42","1","2016-09-19","Member","Terry","Sheehan","Terry Sheehan"
"1007.15","INDU","42","1","2016-09-19","Member","Kate","Young","Kate Young"
"1008.1","INDU","42","1","2017-09-18","Chair","Dan","Ruimy","Dan Ruimy"
"1008.2","INDU","42","1","2017-09-18","Co-chair","Dan","Albas","Dan Albas"
"1008.3","INDU","42","1","2017-09-18","Co-chair","Brian","Masse","Brian Masse"
"1008.4","INDU","42","1","2017-09-18","Member","Michael D.","Chong","Michael D. Chong"
"1008.5","INDU","42","1","2017-09-18","Member","David de Burgh","Graham","David de Burgh Graham"
"1008.6","INDU","42","1","2017-09-18","Member","Richard","Hébert","Richard Hébert"
"1008.7","INDU","42","1","2017-09-18","Member","Majid","Jowhari","Majid Jowhari"
"1008.8","INDU","42","1","2017-09-18","Member","Dane","Lloyd","Dane Lloyd"
"1008.9","INDU","42","1","2017-09-18","Member","Alaina","Lockhart","Alaina Lockhart"
"1008.10","INDU","42","1","2017-09-18","Member","Lloyd","Longfield","Lloyd Longfield"
"1008.11","INDU","42","1","2017-09-18","Member","Rémi","Massé","Rémi Massé"
"1008.12","INDU","42","1","2017-09-18","Member","John","Oliver","John Oliver"
"1008.13","INDU","42","1","2017-09-18","Member","Marc","Serré","Marc Serré"
"1008.14","INDU","42","1","2017-09-18","Member","Terry","Sheehan","Terry Sheehan"
"1008.15","INDU","42","1","2017-09-18","Member","Kate","Young","Kate Young"
"1009.1","INDU","42","1","2017-09-19","Chair","Dan","Ruimy","Dan Ruimy"
"1009.2","INDU","42","1","2017-09-19","Co-chair","Dan","Albas","Dan Albas"
"1009.3","INDU","42","1","2017-09-19","Co-chair","Brian","Masse","Brian Masse"
"1009.4","INDU","42","1","2017-09-19","Member","Michael D.","Chong","Michael D. Chong"
"1009.5","INDU","42","1","2017-09-19","Member","David de Burgh","Graham","David de Burgh Graham"
"1009.6","INDU","42","1","2017-09-19","Member","Richard","Hébert","Richard Hébert"
"1009.7","INDU","42","1","2017-09-19","Member","Majid","Jowhari","Majid Jowhari"
"1009.8","INDU","42","1","2017-09-19","Member","Dane","Lloyd","Dane Lloyd"
"1009.9","INDU","42","1","2017-09-19","Member","Alaina","Lockhart","Alaina Lockhart"
"1009.10","INDU","42","1","2017-09-19","Member","Lloyd","Longfield","Lloyd Longfield"
"1009.11","INDU","42","1","2017-09-19","Member","Rémi","Massé","Rémi Massé"
"1009.12","INDU","42","1","2017-09-19","Member","John","Oliver","John Oliver"
"1009.13","INDU","42","1","2017-09-19","Member","Marc","Serré","Marc Serré"
"1009.14","INDU","42","1","2017-09-19","Member","Terry","Sheehan","Terry Sheehan"
