"","committee_acronym","parliament_number","session_number","date_change","position","full_name"
"195.72","REGS","41","1","2012-10-18","Associate Member","Rob Merrifield"
"195.73","REGS","41","1","2012-10-18","Associate Member","Larry Miller"
"195.74","REGS","41","1","2012-10-18","Associate Member","Rob Moore"
"195.75","REGS","41","1","2012-10-18","Associate Member","Rick Norlock"
"195.76","REGS","41","1","2012-10-18","Associate Member","Deepak Obhrai"
"195.77","REGS","41","1","2012-10-18","Associate Member","Tilly O'Neill Gordon"
"195.78","REGS","41","1","2012-10-18","Associate Member","Ted Opitz"
"195.79","REGS","41","1","2012-10-18","Associate Member","LaVar Payne"
"195.80","REGS","41","1","2012-10-18","Associate Member","Pierre Poilievre"
"195.81","REGS","41","1","2012-10-18","Associate Member","Joe Preston"
"195.82","REGS","41","1","2012-10-18","Associate Member","James Rajotte"
"195.83","REGS","41","1","2012-10-18","Associate Member","Brent Rathgeber"
"195.84","REGS","41","1","2012-10-18","Associate Member","Scott Reid"
"195.85","REGS","41","1","2012-10-18","Associate Member","Michelle Rempel"
"195.86","REGS","41","1","2012-10-18","Associate Member","Blake Richards"
"195.87","REGS","41","1","2012-10-18","Associate Member","Greg Rickford"
"195.88","REGS","41","1","2012-10-18","Associate Member","Gary Schellenberger"
"195.89","REGS","41","1","2012-10-18","Associate Member","Kyle Seeback"
"195.90","REGS","41","1","2012-10-18","Associate Member","Bev Shipley"
"195.91","REGS","41","1","2012-10-18","Associate Member","Devinder Shory"
"195.92","REGS","41","1","2012-10-18","Associate Member","Joy Smith"
"195.93","REGS","41","1","2012-10-18","Associate Member","Robert Sopuck"
"195.94","REGS","41","1","2012-10-18","Associate Member","Kevin Sorenson"
"195.95","REGS","41","1","2012-10-18","Associate Member","Brian Storseth"
"195.96","REGS","41","1","2012-10-18","Associate Member","Mark Strahl"
"195.97","REGS","41","1","2012-10-18","Associate Member","David Sweet"
"195.98","REGS","41","1","2012-10-18","Associate Member","David Tilson"
"195.99","REGS","41","1","2012-10-18","Associate Member","Lawrence Toet"
"195.100","REGS","41","1","2012-10-18","Associate Member","Brad Trost"
"195.101","REGS","41","1","2012-10-18","Associate Member","Bernard Trottier"
"195.102","REGS","41","1","2012-10-18","Associate Member","Susan Truppe"
"195.103","REGS","41","1","2012-10-18","Associate Member","Merv Tweed"
"195.104","REGS","41","1","2012-10-18","Associate Member","Dave Van Kesteren"
"195.105","REGS","41","1","2012-10-18","Associate Member","Mike Wallace"
"195.106","REGS","41","1","2012-10-18","Associate Member","Mark Warawa"
"195.107","REGS","41","1","2012-10-18","Associate Member","Chris Warkentin"
"195.108","REGS","41","1","2012-10-18","Associate Member","Jeff Watson"
"195.109","REGS","41","1","2012-10-18","Associate Member","John Weston"
"195.110","REGS","41","1","2012-10-18","Associate Member","Rodney Weston"
"195.111","REGS","41","1","2012-10-18","Associate Member","David Wilks"
"195.112","REGS","41","1","2012-10-18","Associate Member","John Williamson"
"195.113","REGS","41","1","2012-10-18","Associate Member","Stephen Woodworth"
"195.114","REGS","41","1","2012-10-18","Associate Member","Terence Young"
"195.115","REGS","41","1","2012-10-18","Associate Member","Wai Young"
"195.116","REGS","41","1","2012-10-18","Associate Member","Bob Zimmer"
"195.117","REGS","41","1","2012-10-18","Associate Member","Sean Casey"
"195.118","REGS","41","1","2012-10-18","Associate Member","Irwin Cotler"
"195.119","REGS","41","1","2012-10-18","Associate Member","David McGuinty"
"195.120","REGS","41","1","2012-10-18","Associate Member","Sana Hassainia"
"195.121","REGS","41","1","2012-10-18","Associate Member","Peter Julian"
"196.122","REGS","41","1","2012-10-19","Associate Member","Eve Adams"
"196.210","REGS","41","1","2012-10-19","Associate Member","Mark Adler"
"196.310","REGS","41","1","2012-10-19","Associate Member","Harold Albrecht"
"196.410","REGS","41","1","2012-10-19","Associate Member","Chris Alexander"
"196.510","REGS","41","1","2012-10-19","Associate Member","Mike Allen"
"196.610","REGS","41","1","2012-10-19","Associate Member","Dean Allison"
"196.710","REGS","41","1","2012-10-19","Associate Member","Stella Ambler"
"196.810","REGS","41","1","2012-10-19","Associate Member","David Anderson"
"196.910","REGS","41","1","2012-10-19","Associate Member","Scott Armstrong"
"196.1010","REGS","41","1","2012-10-19","Associate Member","Jay Aspin"
"196.1110","REGS","41","1","2012-10-19","Associate Member","Joyce Bateman"
"196.123","REGS","41","1","2012-10-19","Associate Member","Leon Benoit"
"196.131","REGS","41","1","2012-10-19","Associate Member","Candice Bergen"
"196.141","REGS","41","1","2012-10-19","Associate Member","James Bezan"
"196.151","REGS","41","1","2012-10-19","Associate Member","Kelly Block"
"196.161","REGS","41","1","2012-10-19","Associate Member","Peter Braid"
"196.171","REGS","41","1","2012-10-19","Associate Member","Gordon Brown"
"196.181","REGS","41","1","2012-10-19","Associate Member","Lois Brown"
"196.191","REGS","41","1","2012-10-19","Associate Member","Rod Bruinooge"
"196.201","REGS","41","1","2012-10-19","Associate Member","Brad Butt"
"196.211","REGS","41","1","2012-10-19","Associate Member","Paul Calandra"
"196.221","REGS","41","1","2012-10-19","Associate Member","Blaine Calkins"
"196.231","REGS","41","1","2012-10-19","Associate Member","Ron Cannan"
"196.241","REGS","41","1","2012-10-19","Associate Member","John Carmichael"
"196.251","REGS","41","1","2012-10-19","Associate Member","Colin Carrie"
"196.261","REGS","41","1","2012-10-19","Associate Member","Corneliu Chisu"
"196.271","REGS","41","1","2012-10-19","Associate Member","Michael Chong"
"196.281","REGS","41","1","2012-10-19","Associate Member","Rob Clarke"
"196.291","REGS","41","1","2012-10-19","Associate Member","Joe Daniel"
"196.301","REGS","41","1","2012-10-19","Associate Member","Patricia Davidson"
"196.311","REGS","41","1","2012-10-19","Associate Member","Bob Dechert"
"196.321","REGS","41","1","2012-10-19","Associate Member","Dean Del Mastro"
"196.33","REGS","41","1","2012-10-19","Associate Member","Earl Dreeshen"
"196.34","REGS","41","1","2012-10-19","Associate Member","Rick Dykstra"
"196.35","REGS","41","1","2012-10-19","Associate Member","Kerry-Lynne D. Findlay"
"196.36","REGS","41","1","2012-10-19","Associate Member","Royal Galipeau"
"196.37","REGS","41","1","2012-10-19","Associate Member","Cheryl Gallant"
"196.38","REGS","41","1","2012-10-19","Associate Member","Parm Gill"
"196.39","REGS","41","1","2012-10-19","Associate Member","Shelly Glover"
"196.40","REGS","41","1","2012-10-19","Associate Member","Robert Goguen"
"196.41","REGS","41","1","2012-10-19","Associate Member","Jacques Gourde"
"196.42","REGS","41","1","2012-10-19","Associate Member","Nina Grewal"
"196.43","REGS","41","1","2012-10-19","Associate Member","Richard Harris"
"196.44","REGS","41","1","2012-10-19","Associate Member","Laurie Hawn"
"196.45","REGS","41","1","2012-10-19","Associate Member","Bryan Hayes"
"196.46","REGS","41","1","2012-10-19","Associate Member","Russ Hiebert"
"196.47","REGS","41","1","2012-10-19","Associate Member","Jim Hillyer"
"196.48","REGS","41","1","2012-10-19","Associate Member","Randy Hoback"
"196.49","REGS","41","1","2012-10-19","Associate Member","Ed Holder"
"196.50","REGS","41","1","2012-10-19","Associate Member","Roxanne James"
"196.51","REGS","41","1","2012-10-19","Associate Member","Brian Jean"
"196.52","REGS","41","1","2012-10-19","Associate Member","Randy Kamp"
"196.53","REGS","41","1","2012-10-19","Associate Member","Gerald Keddy"
"196.54","REGS","41","1","2012-10-19","Associate Member","Greg Kerr"
"196.55","REGS","41","1","2012-10-19","Associate Member","Ed Komarnicki"
"196.56","REGS","41","1","2012-10-19","Associate Member","Daryl Kramp"
"196.57","REGS","41","1","2012-10-19","Associate Member","Mike Lake"
"196.58","REGS","41","1","2012-10-19","Associate Member","Guy Lauzon"
"196.59","REGS","41","1","2012-10-19","Associate Member","Ryan Leef"
"196.60","REGS","41","1","2012-10-19","Associate Member","Kellie Leitch"
"196.61","REGS","41","1","2012-10-19","Associate Member","Pierre Lemieux"
"196.62","REGS","41","1","2012-10-19","Associate Member","Chungsen Leung"
"196.63","REGS","41","1","2012-10-19","Associate Member","Wladyslaw Lizon"
"196.64","REGS","41","1","2012-10-19","Associate Member","Ben Lobb"
"196.65","REGS","41","1","2012-10-19","Associate Member","Tom Lukiwski"
"196.66","REGS","41","1","2012-10-19","Associate Member","James Lunney"
"196.67","REGS","41","1","2012-10-19","Associate Member","Dave MacKenzie"
"196.68","REGS","41","1","2012-10-19","Associate Member","Colin Mayes"
"196.69","REGS","41","1","2012-10-19","Associate Member","Phil McColeman"
"196.70","REGS","41","1","2012-10-19","Associate Member","Cathy McLeod"
"196.71","REGS","41","1","2012-10-19","Associate Member","Costas Menegakis"
"196.72","REGS","41","1","2012-10-19","Associate Member","Rob Merrifield"
"196.73","REGS","41","1","2012-10-19","Associate Member","Larry Miller"
"196.74","REGS","41","1","2012-10-19","Associate Member","Rob Moore"
"196.75","REGS","41","1","2012-10-19","Associate Member","Rick Norlock"
"196.76","REGS","41","1","2012-10-19","Associate Member","Deepak Obhrai"
"196.77","REGS","41","1","2012-10-19","Associate Member","Tilly O'Neill Gordon"
"196.78","REGS","41","1","2012-10-19","Associate Member","Ted Opitz"
"196.79","REGS","41","1","2012-10-19","Associate Member","LaVar Payne"
"196.80","REGS","41","1","2012-10-19","Associate Member","Pierre Poilievre"
"196.81","REGS","41","1","2012-10-19","Associate Member","Joe Preston"
"196.82","REGS","41","1","2012-10-19","Associate Member","James Rajotte"
"196.83","REGS","41","1","2012-10-19","Associate Member","Brent Rathgeber"
"196.84","REGS","41","1","2012-10-19","Associate Member","Scott Reid"
"196.85","REGS","41","1","2012-10-19","Associate Member","Michelle Rempel"
"196.86","REGS","41","1","2012-10-19","Associate Member","Blake Richards"
"196.87","REGS","41","1","2012-10-19","Associate Member","Greg Rickford"
"196.88","REGS","41","1","2012-10-19","Associate Member","Gary Schellenberger"
"196.89","REGS","41","1","2012-10-19","Associate Member","Kyle Seeback"
"196.90","REGS","41","1","2012-10-19","Associate Member","Bev Shipley"
"196.91","REGS","41","1","2012-10-19","Associate Member","Devinder Shory"
"196.92","REGS","41","1","2012-10-19","Associate Member","Joy Smith"
"196.93","REGS","41","1","2012-10-19","Associate Member","Robert Sopuck"
"196.94","REGS","41","1","2012-10-19","Associate Member","Kevin Sorenson"
"196.95","REGS","41","1","2012-10-19","Associate Member","Brian Storseth"
"196.96","REGS","41","1","2012-10-19","Associate Member","Mark Strahl"
"196.97","REGS","41","1","2012-10-19","Associate Member","David Sweet"
"196.98","REGS","41","1","2012-10-19","Associate Member","David Tilson"
"196.99","REGS","41","1","2012-10-19","Associate Member","Lawrence Toet"
"196.100","REGS","41","1","2012-10-19","Associate Member","Brad Trost"
"196.101","REGS","41","1","2012-10-19","Associate Member","Bernard Trottier"
"196.102","REGS","41","1","2012-10-19","Associate Member","Susan Truppe"
"196.103","REGS","41","1","2012-10-19","Associate Member","Merv Tweed"
"196.104","REGS","41","1","2012-10-19","Associate Member","Dave Van Kesteren"
"196.105","REGS","41","1","2012-10-19","Associate Member","Mike Wallace"
"196.106","REGS","41","1","2012-10-19","Associate Member","Mark Warawa"
"196.107","REGS","41","1","2012-10-19","Associate Member","Chris Warkentin"
"196.108","REGS","41","1","2012-10-19","Associate Member","Jeff Watson"
"196.109","REGS","41","1","2012-10-19","Associate Member","John Weston"
"196.110","REGS","41","1","2012-10-19","Associate Member","Rodney Weston"
"196.111","REGS","41","1","2012-10-19","Associate Member","David Wilks"
"196.112","REGS","41","1","2012-10-19","Associate Member","John Williamson"
"196.113","REGS","41","1","2012-10-19","Associate Member","Stephen Woodworth"
"196.114","REGS","41","1","2012-10-19","Associate Member","Terence Young"
"196.115","REGS","41","1","2012-10-19","Associate Member","Wai Young"
"196.116","REGS","41","1","2012-10-19","Associate Member","Bob Zimmer"
"196.117","REGS","41","1","2012-10-19","Associate Member","Sean Casey"
"196.118","REGS","41","1","2012-10-19","Associate Member","Irwin Cotler"
"196.119","REGS","41","1","2012-10-19","Associate Member","David McGuinty"
"196.120","REGS","41","1","2012-10-19","Associate Member","Sana Hassainia"
"196.121","REGS","41","1","2012-10-19","Associate Member","Peter Julian"
"197.124","REGS","41","1","2013-01-28","Associate Member","Eve Adams"
"197.210","REGS","41","1","2013-01-28","Associate Member","Mark Adler"
"197.310","REGS","41","1","2013-01-28","Associate Member","Dan Albas"
"197.410","REGS","41","1","2013-01-28","Associate Member","Harold Albrecht"
"197.510","REGS","41","1","2013-01-28","Associate Member","Chris Alexander"
"197.610","REGS","41","1","2013-01-28","Associate Member","Mike Allen"
"197.710","REGS","41","1","2013-01-28","Associate Member","Dean Allison"
"197.810","REGS","41","1","2013-01-28","Associate Member","Stella Ambler"
"197.910","REGS","41","1","2013-01-28","Associate Member","David Anderson"
"197.1010","REGS","41","1","2013-01-28","Associate Member","Scott Armstrong"
"197.1110","REGS","41","1","2013-01-28","Associate Member","Jay Aspin"
"197.125","REGS","41","1","2013-01-28","Associate Member","Joyce Bateman"
"197.131","REGS","41","1","2013-01-28","Associate Member","Leon Benoit"
"197.141","REGS","41","1","2013-01-28","Associate Member","Candice Bergen"
"197.151","REGS","41","1","2013-01-28","Associate Member","James Bezan"
"197.161","REGS","41","1","2013-01-28","Associate Member","Kelly Block"
"197.171","REGS","41","1","2013-01-28","Associate Member","Ray Boughen"
"197.181","REGS","41","1","2013-01-28","Associate Member","Peter Braid"
"197.191","REGS","41","1","2013-01-28","Associate Member","Gordon Brown"
"197.201","REGS","41","1","2013-01-28","Associate Member","Lois Brown"
"197.211","REGS","41","1","2013-01-28","Associate Member","Rod Bruinooge"
"197.221","REGS","41","1","2013-01-28","Associate Member","Brad Butt"
"197.231","REGS","41","1","2013-01-28","Associate Member","Paul Calandra"
"197.241","REGS","41","1","2013-01-28","Associate Member","Blaine Calkins"
"197.251","REGS","41","1","2013-01-28","Associate Member","Ron Cannan"
"197.261","REGS","41","1","2013-01-28","Associate Member","John Carmichael"
"197.271","REGS","41","1","2013-01-28","Associate Member","Colin Carrie"
"197.281","REGS","41","1","2013-01-28","Associate Member","Corneliu Chisu"
"197.291","REGS","41","1","2013-01-28","Associate Member","Michael Chong"
"197.301","REGS","41","1","2013-01-28","Associate Member","Rob Clarke"
"197.311","REGS","41","1","2013-01-28","Associate Member","Joan Crockatt"
"197.321","REGS","41","1","2013-01-28","Associate Member","Joe Daniel"
"197.331","REGS","41","1","2013-01-28","Associate Member","Patricia Davidson"
"197.341","REGS","41","1","2013-01-28","Associate Member","Bob Dechert"
"197.351","REGS","41","1","2013-01-28","Associate Member","Dean Del Mastro"
"197.361","REGS","41","1","2013-01-28","Associate Member","Earl Dreeshen"
"197.371","REGS","41","1","2013-01-28","Associate Member","Rick Dykstra"
"197.381","REGS","41","1","2013-01-28","Associate Member","Kerry-Lynne D. Findlay"
"197.391","REGS","41","1","2013-01-28","Associate Member","Royal Galipeau"
"197.401","REGS","41","1","2013-01-28","Associate Member","Cheryl Gallant"
"197.411","REGS","41","1","2013-01-28","Associate Member","Parm Gill"
"197.421","REGS","41","1","2013-01-28","Associate Member","Shelly Glover"
"197.431","REGS","41","1","2013-01-28","Associate Member","Robert Goguen"
"197.441","REGS","41","1","2013-01-28","Associate Member","Jacques Gourde"
"197.451","REGS","41","1","2013-01-28","Associate Member","Nina Grewal"
"197.461","REGS","41","1","2013-01-28","Associate Member","Richard Harris"
"197.471","REGS","41","1","2013-01-28","Associate Member","Laurie Hawn"
"197.481","REGS","41","1","2013-01-28","Associate Member","Bryan Hayes"
"197.49","REGS","41","1","2013-01-28","Associate Member","Russ Hiebert"
"197.50","REGS","41","1","2013-01-28","Associate Member","Jim Hillyer"
"197.51","REGS","41","1","2013-01-28","Associate Member","Randy Hoback"
"197.52","REGS","41","1","2013-01-28","Associate Member","Ed Holder"
